                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.6283,                0.67747,                  1.681,                0.97465,                0.93004,                0.97433,                0.80939,                 2.1868,                  1.073,                  2.125,              0.0024988,              0.0024988,              0.0024988
                    154,                 1.6243,                0.67288,                 1.6802,                0.97587,                0.92947,                0.97433,                0.80937,                 2.1854,                  1.072,                 2.1241,              0.0024495,              0.0024495,              0.0024495
                    155,                 1.6242,                0.67286,                 1.6823,                0.97489,                0.92959,                0.97423,                0.80949,                 2.1844,                  1.073,                 2.1242,              0.0024001,              0.0024001,              0.0024001
                    156,                 1.6315,                 0.6775,                 1.6817,                0.97423,                0.93012,                0.97426,                0.80939,                 2.1843,                 1.0735,                 2.1239,              0.0023507,              0.0023507,              0.0023507
                    157,                 1.6176,                 0.6728,                 1.6823,                0.97574,                0.92928,                 0.9743,                0.80956,                 2.1835,                 1.0734,                 2.1235,              0.0023014,              0.0023014,              0.0023014
                    158,                 1.6259,                0.67438,                 1.6797,                0.97527,                0.92979,                0.97435,                0.80981,                 2.1823,                 1.0715,                 2.1239,               0.002252,               0.002252,               0.002252
                    159,                  1.607,                0.66793,                  1.679,                0.97468,                0.92957,                0.97424,                0.80964,                 2.1824,                 1.0721,                 2.1241,              0.0022027,              0.0022027,              0.0022027
                    160,                 1.6072,                0.66954,                 1.6799,                0.97556,                0.92918,                0.97435,                0.80968,                 2.1843,                 1.0724,                 2.1254,              0.0021533,              0.0021533,              0.0021533
                    161,                 1.6085,                0.66691,                 1.6771,                0.97429,                0.92944,                 0.9743,                0.80982,                 2.1711,                 1.0926,                 2.1104,               0.002104,               0.002104,               0.002104
                    162,                 1.6056,                0.66763,                 1.6776,                0.97507,                0.92964,                0.97435,                0.80972,                 2.1702,                 1.0923,                 2.1102,              0.0020546,              0.0020546,              0.0020546
                    163,                   1.61,                0.66439,                 1.6772,                0.97475,                0.93025,                0.97446,                 0.8098,                 2.1815,                 1.0729,                 2.1251,              0.0020053,              0.0020053,              0.0020053
                    164,                 1.6174,                0.67034,                 1.6766,                0.97489,                0.93055,                0.97445,                0.81012,                 2.1797,                 1.0723,                 2.1252,               0.001956,               0.001956,               0.001956
                    165,                 1.5847,                0.65703,                 1.6775,                0.97448,                 0.9307,                0.97447,                 0.8102,                 2.1795,                 1.0721,                 2.1253,              0.0019066,              0.0019066,              0.0019066
                    166,                 1.5891,                0.65982,                 1.6762,                0.97461,                0.93062,                0.97447,                0.81032,                 2.1788,                 1.0746,                 2.1261,              0.0018573,              0.0018573,              0.0018573
                    167,                 1.6008,                0.66373,                 1.6765,                 0.9739,                0.93085,                0.97454,                0.81039,                 2.1776,                 1.0727,                 2.1271,              0.0018079,              0.0018079,              0.0018079
                    168,                 1.5872,                0.65917,                 1.6756,                 0.9742,                0.93087,                0.97479,                0.81051,                 2.1773,                 1.0717,                 2.1275,              0.0017586,              0.0017586,              0.0017586
                    169,                 1.5871,                 0.6587,                  1.673,                0.97439,                0.93055,                0.97471,                0.81061,                 2.1774,                 1.0719,                 2.1277,              0.0017092,              0.0017092,              0.0017092
                    170,                 1.5931,                0.65934,                 1.6715,                0.97409,                 0.9305,                0.97477,                0.81049,                  2.175,                 1.0722,                 2.1265,              0.0016599,              0.0016599,              0.0016599
                    171,                 1.5707,                0.65251,                 1.6737,                0.97382,                0.93121,                0.97473,                 0.8104,                 2.1765,                  1.071,                 2.1273,              0.0016105,              0.0016105,              0.0016105
                    172,                 1.5801,                0.65246,                 1.6728,                 0.9745,                0.92954,                0.97472,                0.81034,                  2.176,                 1.0695,                 2.1274,              0.0015612,              0.0015612,              0.0015612
                    173,                 1.5817,                0.65445,                 1.6714,                0.97393,                 0.9309,                0.97468,                0.81062,                 2.1758,                  1.069,                 2.1285,              0.0015118,              0.0015118,              0.0015118
                    174,                 1.5788,                0.65308,                 1.6708,                0.97397,                0.93106,                0.97476,                0.81057,                 2.1748,                 1.0691,                 2.1282,              0.0014625,              0.0014625,              0.0014625
                    175,                 1.5648,                0.64694,                 1.6707,                0.97439,                0.93111,                0.97479,                0.81088,                 2.1747,                 1.0682,                 2.1279,              0.0014131,              0.0014131,              0.0014131
                    176,                 1.5642,                0.64769,                 1.6705,                 0.9742,                0.93121,                0.97473,                0.81129,                 2.1745,                 1.0687,                 2.1293,              0.0013637,              0.0013637,              0.0013637
                    177,                 1.5735,                0.65075,                 1.6692,                 0.9745,                0.93061,                 0.9747,                0.81116,                 2.1743,                 1.0692,                 2.1296,              0.0013144,              0.0013144,              0.0013144
                    178,                 1.5753,                0.64962,                 1.6707,                 0.9744,                0.93071,                 0.9746,                 0.8112,                 2.1736,                 1.0714,                   2.13,               0.001265,               0.001265,               0.001265
                    179,                 1.5739,                0.64947,                   1.67,                0.97396,                 0.9307,                0.97467,                 0.8114,                  2.174,                 1.0734,                 2.1304,              0.0012157,              0.0012157,              0.0012157
                    180,                 1.5587,                0.64546,                 1.6703,                0.97416,                 0.9309,                0.97483,                0.81126,                 2.1739,                  1.068,                 2.1311,              0.0011663,              0.0011663,              0.0011663
                    181,                 1.7092,                0.68978,                 1.7015,                0.97455,                0.93044,                0.97473,                0.81142,                 2.1717,                 1.0681,                 2.1298,               0.001117,               0.001117,               0.001117
                    182,                 1.6825,                0.67414,                 1.6918,                 0.9745,                0.93045,                0.97473,                 0.8116,                 2.1714,                 1.0664,                 2.1299,              0.0010676,              0.0010676,              0.0010676
                    183,                 1.6759,                0.67064,                 1.6896,                0.97423,                0.93045,                0.97476,                0.81165,                 2.1704,                  1.067,                 2.1296,              0.0010183,              0.0010183,              0.0010183
                    184,                 1.6705,                0.66753,                 1.6908,                 0.9745,                0.93046,                0.97483,                 0.8119,                   2.17,                 1.0667,                 2.1305,             0.00096895,             0.00096895,             0.00096895
                    185,                 1.6595,                0.66309,                 1.6876,                0.97456,                0.93069,                0.97477,                0.81197,                 2.1698,                 1.0643,                 2.1296,              0.0009196,              0.0009196,              0.0009196
                    186,                 1.6582,                0.66255,                 1.6881,                0.97461,                0.93072,                0.97479,                 0.8121,                 2.1687,                 1.0661,                 2.1289,             0.00087025,             0.00087025,             0.00087025
                    187,                 1.6609,                 0.6626,                 1.6867,                0.97549,                0.93025,                0.97485,                0.81212,                 2.1692,                 1.0663,                 2.1297,              0.0008209,              0.0008209,              0.0008209
                    188,                 1.6479,                 0.6574,                 1.6861,                0.97487,                0.93072,                0.97473,                0.81218,                 2.1679,                  1.068,                 2.1294,             0.00077155,             0.00077155,             0.00077155
                    189,                 1.6628,                0.66536,                 1.6856,                0.97596,                0.93055,                 0.9749,                0.81228,                 2.1676,                 1.0687,                  2.129,              0.0007222,              0.0007222,              0.0007222
                    190,                 1.6502,                0.65637,                 1.6823,                 0.9756,                0.93106,                0.97502,                0.81227,                 2.1662,                 1.0703,                 2.1299,             0.00067285,             0.00067285,             0.00067285
                    191,                 1.6412,                0.65364,                 1.6811,                0.97529,                0.93122,                0.97495,                 0.8122,                 2.1664,                 1.0724,                 2.1305,              0.0006235,              0.0006235,              0.0006235
                    192,                  1.646,                0.65468,                 1.6843,                0.97495,                0.93187,                0.97503,                0.81239,                 2.1648,                 1.0737,                 2.1305,             0.00057415,             0.00057415,             0.00057415
                    193,                 1.6444,                0.65513,                 1.6802,                0.97564,                0.93161,                  0.975,                0.81225,                 2.1645,                 1.0746,                 2.1303,              0.0005248,              0.0005248,              0.0005248
                    194,                  1.644,                0.65374,                 1.6792,                0.97576,                 0.9312,                0.97506,                 0.8125,                 2.1593,                 1.0828,                 2.1282,             0.00047545,             0.00047545,             0.00047545
                    195,                 1.6318,                0.64916,                 1.6813,                0.97618,                0.93125,                0.97522,                0.81267,                  2.158,                 1.0848,                 2.1275,              0.0004261,              0.0004261,              0.0004261
                    196,                 1.6299,                0.64702,                 1.6801,                 0.9778,                0.92966,                 0.9752,                0.81279,                 2.1574,                 1.0848,                 2.1284,             0.00037675,             0.00037675,             0.00037675
                    197,                 1.6288,                0.64656,                 1.6779,                0.97668,                0.93075,                0.97521,                0.81262,                 2.1564,                 1.0872,                 2.1282,              0.0003274,              0.0003274,              0.0003274
                    198,                 1.6409,                0.65237,                 1.6785,                 0.9775,                0.93025,                0.97528,                0.81278,                 2.1547,                 1.0886,                 2.1275,             0.00027805,             0.00027805,             0.00027805
                    199,                 1.6227,                0.64449,                 1.6781,                0.97719,                0.93051,                0.97522,                0.81264,                  2.154,                 1.0913,                 2.1275,              0.0002287,              0.0002287,              0.0002287
                    200,                 1.6389,                0.64998,                  1.679,                0.97709,                0.93036,                0.97533,                0.81284,                 2.1535,                 1.0924,                 2.1281,             0.00017935,             0.00017935,             0.00017935
